Item,Vendor,Vendor Name,Description,Facility,Daily Movement,Days Supply,Cases In House,Pallets In House
3584397,3176,ARIZONA BEVERAGES USA,ARIZONA SWEET TEA,0-Grocery,8,7.6,61,2
3590264,3176,ARIZONA BEVERAGES USA,ARIZONA MUCHO MANGO,0-Grocery,23,4.7,107,3
3591227,3176,ARIZONA BEVERAGES USA,ARIZONA SWEET TEA,0-Grocery,28,2.9,82,2
3591229,3176,ARIZONA BEVERAGES USA,ARIZONA GREEN TEA,0-Grocery,48,2.1,99,2
3591251,3176,ARIZONA BEVERAGES USA,ARIZONA WTRMLN CKTL PP,0-Grocery,11,13.9,153,3
3591339,3176,ARIZONA BEVERAGES USA,APLMR HALF  HALF LITE,0-Grocery,29,7.5,218,5
3591518,3176,ARIZONA BEVERAGES USA,ARIZONA SWEET TEA 12PK,0-Grocery,27,17.6,476,3
3591759,3176,ARIZONA BEVERAGES USA,ARIZONA DIET GREEN TEA,0-Grocery,28,8.1,227,5
3596036,3176,ARIZONA BEVERAGES USA,ARIZONA GREEN TEA 12PK,0-Grocery,19,8.5,161,2
3596242,3176,ARIZONA BEVERAGES USA,ARIZONA PALMER 12PK,0-Grocery,11,10.1,111,1
3598172,3176,ARIZONA BEVERAGES USA,ARIZONA ZERO GRN TEA 12PK,0-Grocery,21,20.1,423,3
3598173,3176,ARIZONA BEVERAGES USA,ARIZONA GREEN TEA 12PK,0-Grocery,78,7.1,555,4
3598405,3176,ARIZONA BEVERAGES USA,APLMR ZERO HLF HLF TEA,0-Grocery,19,9.4,178,4
3500715,3046,GENERAL MILLS INC,LC UNCRN MGC BRKFST CRL,0-Grocery,3,24.3,73,2
3500768,3046,GENERAL MILLS INC,OEP SPY JLPN CHDR TAC SHT,0-Grocery,9,18.7,168,5
3501229,3046,GENERAL MILLS INC,GM CHEERIOS CONFETTI,0-Grocery,2,82.0,164,5
3501943,3046,GENERAL MILLS INC,CHEX MIX TRADITIONAL SNAC,0-Grocery,1,14.0,14,1
3502380,3046,GENERAL MILLS INC,GM CHEERIOS PRTN CC,0-Grocery,4,11.3,45,2
3502393,3046,GENERAL MILLS INC,NTVL SW  SLT CRML BARS,0-Grocery,2,15.5,31,2
3502470,3046,GENERAL MILLS INC,NTVL BSCTS COCONUT BTTR,0-Grocery,4,16.5,66,2
3502884,3046,GENERAL MILLS INC,GM CHEERIOS PRTN CNMN,0-Grocery,3,21.7,65,1
3502941,3046,GENERAL MILLS INC,GM CHEERIOS PRTN HNY NUT,0-Grocery,2,39.5,79,2
3503185,3046,GENERAL MILLS INC,GM COOKIE CRISP CEREAL,0-Grocery,4,18.0,72,3
3503257,3046,GENERAL MILLS INC,GM CINN TST CRUNCH PBTTR,0-Grocery,2,86.0,172,5
3504176,3046,GENERAL MILLS INC,GM APPLE CINNAMON C,0-Grocery,4,28.8,115,7
3504361,3046,GENERAL MILLS INC,GM MOTTS APPLE CINN,0-Grocery,1,76.0,76,4
3504377,3046,GENERAL MILLS INC,GHOST HIGH PROTEIN,0-Grocery,1,47.0,47,1
3504753,3046,GENERAL MILLS INC,GM CT CRNCH STRWBR,0-Grocery,6,27.0,162,5
3505555,3046,GENERAL MILLS INC,BETTY CROCKER MMS P,0-Grocery,1,409.0,409,5
3505562,3046,GENERAL MILLS INC,BTYC SPR MST VNLA CKE MIX,0-Grocery,7,23.0,161,2
3505623,3046,GENERAL MILLS INC,BTYC PB CC SFT CKIE MX,0-Grocery,1,107.0,107,2
3520972,3046,GENERAL MILLS INC,GENERAL MILLS CEREAL PLLT,0-Grocery,1,3.0,3,1
3520997,3046,GENERAL MILLS INC,GEN MILL A250 CEREAL SHPR,0-Grocery,2,0.5,1,1
3590391,3046,GENERAL MILLS INC,FBTF VARIETY PACK 30 CT,0-Grocery,1,28.0,28,2
3592028,3046,GENERAL MILLS INC,FBTF FRT STRWB SNCKS 18CT,0-Grocery,2,24.5,49,1
3596522,3046,GENERAL MILLS INC,ANNIES SWT SLTY VP 12CT,0-Grocery,1,53.0,53,1
3596543,3046,GENERAL MILLS INC,GM SNCK TIME FAVS VP 20CT,0-Grocery,4,19.5,78,2
3596717,3046,GENERAL MILLS INC,ANNIES CINN GRHM CRKR,0-Grocery,1,67.0,67,2
3598337,3046,GENERAL MILLS INC,BTYC FSNK SNC HDGHG 22CT,0-Grocery,5,15.8,79,3
3598606,3046,GENERAL MILLS INC,CSDM FRM BLBRY GRANLA,0-Grocery,13,22.9,298,5
3500005,3046,GENERAL MILLS INC,OEP TACO SEASONG MIX,0-Grocery,7,36.6,256,2
3500008,3046,GENERAL MILLS INC,OEP SOFT TACO DINNER KIT,0-Grocery,2,41.5,83,3
3500013,3046,GENERAL MILLS INC,GARDETTOS ORGNL SNK MIX,0-Grocery,8,28.6,229,4
3500021,3046,GENERAL MILLS INC,OEP HRDSFT TACO DNNR KIT,0-Grocery,3,44.7,134,5
3500023,3046,GENERAL MILLS INC,OEP CRCH TACO DINNER KIT,0-Grocery,2,23.0,46,2
3500048,3046,GENERAL MILLS INC,OEP CHOPPED GRREN CHILE,0-Grocery,4,44.3,177,2
3500057,3046,GENERAL MILLS INC,OEP LS TACO SEASONING MIX,0-Grocery,3,34.0,102,2
3500066,3046,GENERAL MILLS INC,BTYC SUPR FRSTD BRWNIE MX,0-Grocery,1,59.0,59,4
3500069,3046,GENERAL MILLS INC,OEP ENCHILDA BAKE DNR KIT,0-Grocery,1,7.0,7,1
3500089,3046,GENERAL MILLS INC,GM TRIX,0-Grocery,8,51.4,411,19
3500151,3046,GENERAL MILLS INC,OEP MLD TACO SEASONING MX,0-Grocery,2,57.5,115,2
3500192,3046,GENERAL MILLS INC,CHEX MIX BOLD FMLY SZ,0-Grocery,6,15.7,94,2
3500204,3046,GENERAL MILLS INC,OEP HOTSPCY TACO SSNG MX,0-Grocery,3,27.3,82,3
3500241,3046,GENERAL MILLS INC,BTYC SUPR WLNUT BRWNIE MX,0-Grocery,3,9.7,29,2
3500276,3046,GENERAL MILLS INC,GRDTO ORIGINAL SNACK MIX,0-Grocery,7,29.7,208,5
3500313,3046,GENERAL MILLS INC,NTVL PRTN SLTD CRML 10CT,0-Grocery,2,10.5,21,3
3500334,3046,GENERAL MILLS INC,BTYC BANANA NUT MUFFIN MX,0-Grocery,1,29.0,29,2
3500388,3046,GENERAL MILLS INC,GM WHEAT CHEX,0-Grocery,4,15.3,61,2
3500417,3046,GENERAL MILLS INC,GM RAISIN NUT BRAN CRL,0-Grocery,7,17.7,124,4
3500434,3046,GENERAL MILLS INC,GM REESES CEREAL,0-Grocery,5,7.6,38,3
3500463,3046,GENERAL MILLS INC,OEP CRCH TACO SHELLS 18CT,0-Grocery,3,16.7,50,2
3500464,3046,GENERAL MILLS INC,OEP MED ENCHILADA SAUCE,0-Grocery,8,33.6,269,3
3500474,3046,GENERAL MILLS INC,OEP MLD GRN ENCHILADA SCE,0-Grocery,8,31.8,254,3
3500493,3046,GENERAL MILLS INC,BISQK PANCAKE  BAKING MX,0-Grocery,2,22.5,45,1
3500508,3046,GENERAL MILLS INC,GMDL ALL PURPOSE FLOUR,0-Grocery,7,14.0,98,2
3500524,3046,GENERAL MILLS INC,PROG TRAD CHKN RICE VEG,0-Grocery,4,9.5,38,3
3500533,3046,GENERAL MILLS INC,PROG VC GREEN SPLIT PEA,0-Grocery,2,21.5,43,2
3500540,3046,GENERAL MILLS INC,OEP BOLD RNCH SHELLS 10CT,0-Grocery,7,26.0,182,3
3500554,3046,GENERAL MILLS INC,BTYC BLUEBERRY MUFFIN MIX,0-Grocery,6,14.8,89,2
3500556,3046,GENERAL MILLS INC,OEP BLD NCHO CHS SHL 10CT,0-Grocery,49,19.8,968,14
3500589,3046,GENERAL MILLS INC,PROG RH CHKNHMSTYL NDLE,0-Grocery,8,24.4,195,4
3500590,3046,GENERAL MILLS INC,PROG RH BEEF PT RST W/VEG,0-Grocery,4,28.3,113,2
3500596,3046,GENERAL MILLS INC,BUGLES ORIGINAL,0-Grocery,8,47.1,377,13
3500598,3046,GENERAL MILLS INC,NTVL SWT SLTY PNT GR 18CT,0-Grocery,4,25.0,100,3
3500622,3046,GENERAL MILLS INC,PROG LT NE CLAM CHOWDER,0-Grocery,1,68.0,68,4
3500624,3046,GENERAL MILLS INC,NTVL SW SLT NT GR BR 18CT,0-Grocery,5,6.0,30,1
3500629,3046,GENERAL MILLS INC,NATVAL SWT/SLT CH ALM 6CT,0-Grocery,7,38.3,268,5
3500638,3046,GENERAL MILLS INC,OEP SNS TACO SHELLS 10CT,0-Grocery,24,4.7,113,4
3500648,3046,GENERAL MILLS INC,CHEX MIX CHOCOLATE TURTLE,0-Grocery,9,5.0,45,1
3500649,3046,GENERAL MILLS INC,PROG TRAD CHICKEN TRTILLA,0-Grocery,2,20.5,41,3
3500673,3046,GENERAL MILLS INC,PROG TRAD HRTY CHKN ROTNI,0-Grocery,3,28.7,86,2
3500674,3046,GENERAL MILLS INC,PROG 99%FF CHICKEN NOODLE,0-Grocery,4,29.0,116,2
3500681,3046,GENERAL MILLS INC,NV CRCHY BR VRTY PK 24CT,0-Grocery,3,36.0,108,4
3500737,3046,GENERAL MILLS INC,NTVL CRNCHY VAR BR 12CT,0-Grocery,4,34.3,137,4
3500760,3046,GENERAL MILLS INC,NTVL PRTN SLTD CML NT 5CT,0-Grocery,3,15.3,46,3
3500766,3046,GENERAL MILLS INC,NTVL CR PNT GR BR 36CT,0-Grocery,5,5.4,27,1
3500787,3046,GENERAL MILLS INC,GM GOLDEN GRAHAMS CEREAL,0-Grocery,7,15.3,107,5
3500800,3046,GENERAL MILLS INC,GM TOTAL WHOLE GRAIN,0-Grocery,4,12.0,48,2
3500808,3046,GENERAL MILLS INC,NTVL TRAIL MX DC CHRY 6CT,0-Grocery,4,24.3,97,4
3500873,3046,GENERAL MILLS INC,PROG LT SAVORY VEG BARLEY,0-Grocery,1,24.0,24,2
3500880,3046,GENERAL MILLS INC,PROG RH NE CLAM CHOWDER,0-Grocery,2,34.5,69,1
3500889,3046,GENERAL MILLS INC,PROG RS CHICKEN  WLD RCE,0-Grocery,2,22.5,45,2
3500923,3046,GENERAL MILLS INC,NTVL SF BK BLBRY MFF 10CT,0-Grocery,4,48.5,194,2
3501022,3046,GENERAL MILLS INC,NTVL BSCTS CH PNT BR 10CT,0-Grocery,4,23.0,92,3
3501035,3046,GENERAL MILLS INC,BTYC CHOC CHIP MUFFIN MIX,0-Grocery,2,39.0,78,2
3501081,3046,GENERAL MILLS INC,GM CHEERIOS PROTEIN CNMN,0-Grocery,2,26.0,52,3
3501099,3046,GENERAL MILLS INC,BTYC TRPL BERRY MUFFIN MX,0-Grocery,2,51.5,103,3
3501201,3046,GENERAL MILLS INC,PROG VC GARDEN VEGETABLE,0-Grocery,2,12.5,25,2
3501205,3046,GENERAL MILLS INC,PROG TRAD CHKN HRB DMPLNG,0-Grocery,2,19.5,39,3
3501218,3046,GENERAL MILLS INC,PROG TRAD SPLIT PEA W/HAM,0-Grocery,1,50.0,50,2
3501250,3046,GENERAL MILLS INC,OEP CREAMY QUESO SAUCE,0-Grocery,3,17.0,51,2
3501272,3046,GENERAL MILLS INC,PROG LT CHICKEN  DUMPLNG,0-Grocery,1,33.0,33,1
3501280,3046,GENERAL MILLS INC,PROG RS CRMY TOM W/BASIL,0-Grocery,2,27.5,55,2
3501414,3046,GENERAL MILLS INC,CHEX MIX BOLD PARTY BLEND,0-Grocery,7,13.3,93,2
3501472,3046,GENERAL MILLS INC,OEP SNS TACO DINNER KIT,0-Grocery,3,22.3,67,1
3501525,3046,GENERAL MILLS INC,GM CHEERIOS PROTEIN STRW,0-Grocery,2,81.5,163,9
3501588,3046,GENERAL MILLS INC,GM LUCKY CHARMS CUP,0-Grocery,8,6.6,53,3
3501604,3047,GENERAL MILLS FINANCE INC,GM MLTI GRN CHEERIOS,0-Grocery,4,15.3,61,2
3501619,3046,GENERAL MILLS INC,GM TRIX CEREAL GIA,0-Grocery,5,23.8,119,7
3501682,3046,GENERAL MILLS INC,GM CHOCOLATE CHEX,0-Grocery,3,12.0,36,2
3501776,3046,GENERAL MILLS INC,CHEX MX SWT SLTY MIX 20CT,0-Grocery,4,16.0,64,3
3501826,3046,GENERAL MILLS INC,CLSC MX CHX GDTO BGL 20CT,0-Grocery,6,23.8,143,3
3501831,3046,GENERAL MILLS INC,GM HONEY NUT CHEX,0-Grocery,5,11.8,59,2
3501881,3046,GENERAL MILLS INC,BUGLES TABASCO,0-Grocery,1,38.0,38,1
3501898,3046,GENERAL MILLS INC,FIBER 1 CNMN CFE CKE 18CT,0-Grocery,3,22.7,68,2
3501956,3046,GENERAL MILLS INC,GM CHEERIOS STRBRY BANANA,0-Grocery,2,25.0,50,3
3501973,3046,GENERAL MILLS INC,GM CINN TST CRUNCH CEREAL,0-Grocery,10,8.8,88,4
3501974,3046,GENERAL MILLS INC,GMDL WHOLE WHEAT FLOUR,0-Grocery,1,17.0,17,1
3501982,3046,GENERAL MILLS INC,NV SFT BKD SQR CIN 12CT,0-Grocery,10,16.2,162,3
3502014,3046,GENERAL MILLS INC,BTYC GLTN FR CHOC CHP CKY,0-Grocery,1,14.0,14,1
3502037,3046,GENERAL MILLS INC,GMDL ALL PRPS RSL FLOUR,0-Grocery,3,26.7,80,2
3502041,3046,GENERAL MILLS INC,BUGLES NACHO CHEESE,0-Grocery,7,17.9,125,4
3502080,3046,GENERAL MILLS INC,NTVL SWSLT TRT GR BR 6CT,0-Grocery,4,15.3,61,1
3502083,3046,GENERAL MILLS INC,GM WHEATIES,0-Grocery,5,18.8,94,2
3502114,3046,GENERAL MILLS INC,NTVL CRU OT HNY BR 36CT,0-Grocery,8,9.6,77,2
3502119,3046,GENERAL MILLS INC,FIBER 1 90CL CHO FDG 18CT,0-Grocery,5,19.8,99,3
3502125,3046,GENERAL MILLS INC,MOTTS STRAWBERRY BARS,0-Grocery,3,68.7,206,4
3502131,3046,GENERAL MILLS INC,NTVL KDS SF BK BR CC CKIE,0-Grocery,1,49.0,49,1
3502150,3046,GENERAL MILLS INC,NTVL CRS CRM WF BRS BLUBR,0-Grocery,4,2.5,10,1
3502170,3046,GENERAL MILLS INC,NTVL PRTN PNB DRK CHO 5CT,0-Grocery,5,43.0,215,5
3502187,3046,GENERAL MILLS INC,NTVL PRTN 1 CHOC PNT 5CT,0-Grocery,2,20.0,40,1
3502194,3046,GENERAL MILLS INC,NTVL BSCTS PNUT BTR 10CT,0-Grocery,8,18.9,151,2
3502202,3046,GENERAL MILLS INC,MOTTS SFT BK FLD BRS BLUB,0-Grocery,2,13.0,26,1
3502208,3046,GENERAL MILLS INC,NTVL STRWBRY WFR BARS 5CT,0-Grocery,5,21.2,106,2
3502219,3046,GENERAL MILLS INC,NTVL CRS CRM WF BRS STRWB,0-Grocery,3,15.7,47,1
3502225,3046,GENERAL MILLS INC,BTYC CINN STREUSL MFFN MX,0-Grocery,2,19.0,38,2
3502226,3046,GENERAL MILLS INC,NTVL PRTN ALMND DK CH 5CT,0-Grocery,3,14.0,42,2
3502237,3046,GENERAL MILLS INC,CHEX MIX CHEDDAR,0-Grocery,7,17.6,123,2
3502247,3046,GENERAL MILLS INC,NTVL KDS SF BK BR PB BRWN,0-Grocery,4,46.5,186,2
3502248,3046,GENERAL MILLS INC,NTVL HNY VNLA WAFR BR 5CT,0-Grocery,5,11.0,55,1
3502250,3046,GENERAL MILLS INC,NATVAL SWT/SLT ALM BR 6CT,0-Grocery,5,21.0,105,2
3502251,3046,GENERAL MILLS INC,NATVAL SWT/SLT PNT BR 6CT,0-Grocery,5,29.4,147,3
3502268,3046,GENERAL MILLS INC,NTVL PRTN STRW N CRM 5CT,0-Grocery,2,38.5,77,3
3502285,3046,GENERAL MILLS INC,MOTTS SFT BK BR CHC CHP,0-Grocery,1,38.0,38,1
3502289,3046,GENERAL MILLS INC,NTVL KDS SF BK SMORS BARS,0-Grocery,4,39.5,158,2
3502298,3046,GENERAL MILLS INC,NTVL SWT SLT CHOC TURTLE,0-Grocery,2,31.5,63,2
3502299,3046,GENERAL MILLS INC,NTVL BLUBRY OAT SB BB 5CT,0-Grocery,4,54.0,216,3
3502314,3046,GENERAL MILLS INC,CHEX MIX CHEDDAR,0-Grocery,5,28.6,143,3
3502330,3046,GENERAL MILLS INC,NTVL BAR PBJ GRAPE,0-Grocery,2,56.5,113,2
3502346,3046,GENERAL MILLS INC,NTVL BAR PBJ STRWBR,0-Grocery,2,46.5,93,1
3502395,3046,GENERAL MILLS INC,BTYC CHOC CHIP MUFFIN MIX,0-Grocery,2,16.0,32,2
3502405,3046,GENERAL MILLS INC,NTVLY OATS HONEY 24 BARS,0-Grocery,8,15.0,120,2
3502419,3046,GENERAL MILLS INC,F1P CARAMEL NUT BARS 10CT,0-Grocery,3,5.3,16,1
3502439,3046,GENERAL MILLS INC,NTVL PB OATMEAL SQRE 12CT,0-Grocery,5,32.0,160,3
3502487,3046,GENERAL MILLS INC,CHEERIOS CHC PB PRTN BARS,0-Grocery,2,3.0,6,1
3502488,3046,GENERAL MILLS INC,CHEX MIX CHEDDAR 10CT,0-Grocery,2,49.0,98,5
3502541,3046,GENERAL MILLS INC,MOTTS APPLE FRUIT BARS,0-Grocery,4,1.0,4,1
3502547,3046,GENERAL MILLS INC,NTVL CIN BIS ALMD BT 10CT,0-Grocery,11,6.3,69,2
3502655,3046,GENERAL MILLS INC,NTVL DBLE CHO LNCHBX 5CT,0-Grocery,1,68.0,68,1
3502672,3046,GENERAL MILLS INC,GM GOLDEN GRAHAMS TRT 8CT,0-Grocery,4,24.5,98,2
3502679,3046,GENERAL MILLS INC,PROG LT BEEF POT ROAST,0-Grocery,1,14.0,14,1
3502683,3046,GENERAL MILLS INC,PROG LT CHICKEN NOODLE,0-Grocery,3,34.7,104,2
3502688,3046,GENERAL MILLS INC,OEP TACO SEASONING SHAKER,0-Grocery,12,15.3,184,2
3502702,3046,GENERAL MILLS INC,PROG LT SANTA FE CHICKEN,0-Grocery,1,63.0,63,1
3502714,3046,GENERAL MILLS INC,GMI REESES PUFFS TRTS 8CT,0-Grocery,3,35.0,105,1
3502758,3046,GENERAL MILLS INC,NTVL SMORES LNCHBX BR 5CT,0-Grocery,1,23.0,23,1
3502763,3046,GENERAL MILLS INC,GM REESES PUFFS CRL,0-Grocery,4,13.3,53,2
3502774,3046,GENERAL MILLS INC,BTYC OREO BROWNIE MIX,0-Grocery,1,13.0,13,1
3502795,3046,GENERAL MILLS INC,CHEX MIX TRADITIONAL,0-Grocery,7,48.7,341,6
3502809,3046,GENERAL MILLS INC,GM CHEERIOS STRW PRTN,0-Grocery,3,27.3,82,1
3502850,3046,GENERAL MILLS INC,GM CHEERIOS MXD BRY BARS,0-Grocery,2,6.0,12,1
3502851,3046,GENERAL MILLS INC,FIBER 1 CCC BROWNIES 12CT,0-Grocery,5,20.8,104,4
3502867,3046,GENERAL MILLS INC,NTVL BCC SFT BAKED BB 5CT,0-Grocery,2,25.5,51,1
3502891,3046,GENERAL MILLS INC,MOTTS BANA STRB SB BR 6CT,0-Grocery,3,17.0,51,2
3502901,3046,GENERAL MILLS INC,NTVL PB CHC GRAN BARS,0-Grocery,1,9.0,9,1
3502904,3046,GENERAL MILLS INC,NTVL CINN ALM GRAN BARS,0-Grocery,1,30.0,30,1
3502915,3046,GENERAL MILLS INC,CHEX MIX TRADITIONAL,0-Grocery,14,24.8,347,6
3502942,3046,GENERAL MILLS INC,BTYC SPR MST BTRPCN CK MX,0-Grocery,2,58.5,117,3
3503017,3046,GENERAL MILLS INC,BISQK SHAKE  POUR,0-Grocery,6,23.0,138,4
3503044,3046,GENERAL MILLS INC,BTYC SPR MST FR VAN CK MX,0-Grocery,8,18.4,147,4
3503052,3046,GENERAL MILLS INC,NATVAL SWT/SLT CSHW 6CT,0-Grocery,6,30.7,184,3
3503088,3046,GENERAL MILLS INC,PROG VC CREAMY MUSHROOM,0-Grocery,2,4.0,8,1
3503093,3046,GENERAL MILLS INC,PROG VC FRENCH ONION SOUP,0-Grocery,1,22.0,22,2
3503096,3046,GENERAL MILLS INC,PROG LT CHKN POT PIE SOUP,0-Grocery,1,50.0,50,4
3503103,3046,GENERAL MILLS INC,OEP STKD QSO CRNCH TCDNRK,0-Grocery,2,17.0,34,3
3503134,3046,GENERAL MILLS INC,GMI CHOC CHEERIOS CEREAL,0-Grocery,3,12.7,38,2
3503162,3046,GENERAL MILLS INC,BYTC SPR MST GRMNCH CK MX,0-Grocery,4,33.5,134,4
3503204,3046,GENERAL MILLS INC,BTYC SPR MST SPICE CK MX,0-Grocery,2,49.5,99,3
3503209,3046,GENERAL MILLS INC,ANNIES GF CHKN PSTA SOUP,0-Grocery,1,15.0,15,1
3503284,3046,GENERAL MILLS INC,PROG RS RSTD CHICKEN NDLE,0-Grocery,2,16.5,33,3
3503289,3046,GENERAL MILLS INC,PROG RH CHKN CORN CHOWDER,0-Grocery,1,7.0,7,1
3503305,3046,GENERAL MILLS INC,GM BASIC 4 CEREAL,0-Grocery,5,20.8,104,3
3503358,3046,GENERAL MILLS INC,BTYC SPR MST TR CH FDG CK,0-Grocery,6,23.2,139,4
3503390,3046,GENERAL MILLS INC,BTYC REESES NO BAKE BR MX,0-Grocery,1,9.0,9,1
3503395,3046,GENERAL MILLS INC,CORN CHEX BRKFST CRL GIAN,0-Grocery,3,11.7,35,2
3503463,3046,GENERAL MILLS INC,RICE CHEX BRKFST CRL GIAN,0-Grocery,4,13.5,54,5
3503477,3046,GENERAL MILLS INC,GM FIBER 1 HONEY CLUSTER,0-Grocery,4,16.0,64,2
3503511,3046,GENERAL MILLS INC,PROG RS SW BLK BEAN  VEG,0-Grocery,1,20.0,20,2
3503545,3046,GENERAL MILLS INC,GM FIBER 1 ORIGINAL,0-Grocery,6,14.7,88,2
3503586,3046,GENERAL MILLS INC,PROG TRAD BEEF VEGETABLE,0-Grocery,2,11.0,22,1
3503779,3046,GENERAL MILLS INC,GM WONDRA POUR  SHAKE,0-Grocery,1,82.0,82,1
3503792,3046,GENERAL MILLS INC,BTYC SPR MST CH FDG CK MX,0-Grocery,5,10.6,53,2
3503793,3046,GENERAL MILLS INC,BTYC SPR MST DVL FD CK MX,0-Grocery,4,18.0,72,2
3503796,3046,GENERAL MILLS INC,BTYC SPR MST WHITE CK MIX,0-Grocery,6,14.0,84,2
3503798,3046,GENERAL MILLS INC,BTYC SPR MST YELLOW CK MX,0-Grocery,8,21.9,175,5
3503799,3046,GENERAL MILLS INC,BTYC DRK CHOC BROWNIE MIX,0-Grocery,2,36.0,72,1
3503818,3046,GENERAL MILLS INC,BTYC FDG BROWNIE MX FM SZ,0-Grocery,9,21.2,191,4
3503826,3046,GENERAL MILLS INC,BTYC TRAD MLK CHO BROWNIE,0-Grocery,5,34.6,173,4
3503848,3046,GENERAL MILLS INC,BTYC SPR MST BUTR CAKE MX,0-Grocery,3,32.3,97,2
3503868,3046,GENERAL MILLS INC,GM BLUEY CORN CEREAL,0-Grocery,2,30.0,60,3
3503878,3046,GENERAL MILLS INC,GM CINN TST CRUNCH CUP,0-Grocery,10,22.5,225,4
3503880,3046,GENERAL MILLS INC,PROG TRAD BEEF BARLEY,0-Grocery,2,17.5,35,3
3503883,3046,GENERAL MILLS INC,GM HNY NUT CHEERIOS CUP,0-Grocery,10,25.2,252,5
3503969,3046,GENERAL MILLS INC,OEP CARB ADV TACO SHELLS,0-Grocery,2,17.5,35,2
3503977,3046,GENERAL MILLS INC,NTVL SS GRNLA BAR CSHW 12,0-Grocery,4,24.5,98,3
3504060,3046,GENERAL MILLS INC,PROG RH LOADED POTATO BCN,0-Grocery,3,12.7,38,1
3504069,3046,GENERAL MILLS INC,PROG RH CHICKEN POT PIE,0-Grocery,1,75.0,75,6
3504070,3046,GENERAL MILLS INC,BTYC RCRMY VANLLA FRSTNG,0-Grocery,5,20.6,103,2
3504071,3046,GENERAL MILLS INC,BTYC RCRMY CHOC FROSTING,0-Grocery,3,18.0,54,2
3504073,3046,GENERAL MILLS INC,BTYC RCRMY MLK CHOC FRST,0-Grocery,6,11.3,68,4
3504076,3046,GENERAL MILLS INC,BTYC RCRMY CRM CHES FRST,0-Grocery,5,36.6,183,7
3504080,3046,GENERAL MILLS INC,PROG TRAD ITALIAN WEDDING,0-Grocery,3,94.3,283,5
3504168,3046,GENERAL MILLS INC,GM CHEERIOS VRY BRY,0-Grocery,2,43.0,86,3
3504169,3046,GENERAL MILLS INC,GM LUCKY CHARMS TRTS 8CT,0-Grocery,4,42.8,171,2
3504293,3046,GENERAL MILLS INC,GM CHEERIOS CUP,0-Grocery,4,16.8,67,4
3504339,3046,GENERAL MILLS INC,GRDT AGED CHDDR SNCK MX,0-Grocery,3,49.0,147,4
3504357,3046,GENERAL MILLS INC,GM CHEERIOS GRNLA HNY NUT,0-Grocery,2,51.0,102,2
3504371,3046,GENERAL MILLS INC,CHEX MIX MUDDY BUDDY,0-Grocery,2,49.5,99,3
3504380,3046,GENERAL MILLS INC,GM CHEERIOS GRANOLA,0-Grocery,1,113.0,113,3
3504581,3046,GENERAL MILLS INC,GM HI PROTEIN CEREAL,0-Grocery,1,36.0,36,1
3504587,3046,GENERAL MILLS INC,GM GHOST PB CEREAL,0-Grocery,1,97.0,97,3
3504626,3046,GENERAL MILLS INC,NTVL GRN CRNCH OATS N HNY,0-Grocery,9,12.7,114,2
3504643,3046,GENERAL MILLS INC,NTVL PRTN GRNL OATS  HNY,0-Grocery,22,14.9,328,3
3504651,3046,GENERAL MILLS INC,CTC WFFL TST CRNCH BKFSTC,0-Grocery,3,45.0,135,8
3504659,3046,GENERAL MILLS INC,NTVL CRNCHY OAT HNY GRNLA,0-Grocery,9,13.6,122,3
3504681,3046,GENERAL MILLS INC,NTVL GRANOLA OATS N CHOC,0-Grocery,8,22.1,177,3
3504688,3046,GENERAL MILLS INC,GMI FRTY CHEERIOS CEREAL,0-Grocery,2,22.5,45,2
3504715,3046,GENERAL MILLS INC,GM GOLDEN GRAHAMS,0-Grocery,8,15.4,123,6
3504720,3046,GENERAL MILLS INC,OEP FF REFRIED BEANS,0-Grocery,4,16.0,64,2
3504725,3046,GENERAL MILLS INC,OEP VEGETRN REFRIED BEANS,0-Grocery,3,36.7,110,5
3504740,3046,GENERAL MILLS INC,BTYC DLTS CKY BROWNIE BAR,0-Grocery,4,8.3,33,2
3504791,3046,GENERAL MILLS INC,BTYC DLTS TRPL CHNK BRWNI,0-Grocery,3,33.0,99,3
3504793,3046,GENERAL MILLS INC,BTYC DLTS SUPR BROWNIE MX,0-Grocery,2,41.0,82,2
3504984,3046,GENERAL MILLS INC,GM CINN TST CRUNCH CEREAL,0-Grocery,27,17.4,470,20
3504987,3047,GENERAL MILLS FINANCE INC,GM HNY NUT CHEERIOS,0-Grocery,19,20.8,395,22
3504992,3047,GENERAL MILLS FINANCE INC,GM CHEERIOS APL CINNM,0-Grocery,3,11.3,34,2
3504995,3046,GENERAL MILLS INC,GM LUCKY CHARMS,0-Grocery,10,15.1,151,9
3505045,3047,GENERAL MILLS FINANCE INC,GM CHEERIOS FROSTED,0-Grocery,2,19.0,38,2
3505046,3046,GENERAL MILLS INC,GM CHEERIOS OAT CRNCH HO,0-Grocery,3,13.0,39,2
3505051,3046,GENERAL MILLS INC,GM CHEERIOS OAT CRNCH CI,0-Grocery,3,20.7,62,4
3505097,3046,GENERAL MILLS INC,BTYC BLUEBERRY MUFFIN MIX,0-Grocery,3,10.3,31,1
3505103,3046,GENERAL MILLS INC,GM CHEERIOS AD OT CH CRL,0-Grocery,2,29.0,58,2
3505140,3046,GENERAL MILLS INC,PROG TRAD NE CLAM CHOWDER,0-Grocery,3,26.7,80,3
