Wskusku,Description,Location,High,Tie,Case Height,Case Depth,Case Width,Case Weight
3501455,TIDY CATS CLM LTR BHM SS      ,G1FC22              ,3,15,14.00,13.25,9.50,43.00
3517066,FRST CLAY CAT LITTER          ,G1FC32              ,9,7,5.00,20.30,13.00,22.10
3502665,PTPR CHR FRGR FR CT LTTR      ,G1FC53              ,4,13,13.90,14.65,9.57,42.10
3501405,TDCT CLMPNG LTTR W/GLADE      ,G1FC63              ,3,16,14.70,9.50,12.00,37.10
3501403,TDCT LT WGHT CLMPN LTTR       ,G1FC73              ,3,16,14.75,9.50,12.00,21.00
3501439,TDCT LT WGHT CLMPN LTTR       ,G1FC83              ,3,16,14.75,9.50,12.00,21.00
3502755,TDCT 4-IN-1 STRENGTH LTTR     ,G1FD02              ,3,16,14.75,9.50,12.00,37.10
3501294,TDCT INST ACT CLMP LITTER     ,G1FD12              ,3,16,14.70,9.50,12.00,37.10
3501326,TDCT TIDY FEET LOW TRCKNG     ,G1FD22              ,3,15,14.00,13.25,9.50,43.00
3502930,PTPR SCNTD CAT LITTER         ,G1FD32              ,4,13,13.90,14.65,9.57,42.10
3503717,AHMR SLIDE NSO CAT LITTER     ,G1FD53              ,5,10,10.63,13.50,10.50,45.40
3502052,TDCT CLMPNG LTTR W/GLADE      ,G1FD63              ,3,15,14.00,13.20,9.50,43.00
3501810,TDCT FREECLN UNSCNT LTTR      ,G1FD83              ,3,15,14.00,13.25,9.50,43.00
3506999,AHMR UNSCNT MLTI CAT LTTR     ,G1FF02              ,3,15,11.80,12.50,10.50,43.70
3502900,PTPR UNSCNTD CAT LITTER       ,G1FF12              ,4,13,13.90,14.65,9.57,42.10
3503753,PRNA1 SMTBL INDOOR ADVNTG     ,G1FF22              ,5,7,9.50,18.00,12.50,28.60
3514646,TDCT 24/7 CLUMPING LITTER     ,G1FF32              ,3,15,16.00,13.25,9.50,43.40
3503121,IAMS ADVANCED CHICK           ,G1FF53              ,6,10,7.48,18.74,9.49,18.78
3501150,AHMR SLIDE MULT CAT LITTR     ,G1FF63              ,5,10,10.63,13.50,10.50,45.40
3500764,AHMR CLMPSEAL CAT LITTER      ,G1FF73              ,3,24,13.06,11.94,5.88,29.70
3505244,TDCT NON CLMPN CLAY LTTR      ,G1FF83              ,8,5,5.50,23.00,16.30,48.20
3502521,AHMR MULTI CAT CLUMP LTTR     ,G1FG02              ,3,15,11.80,12.50,10.50,43.70
3502133,AHMR DBL DUTY CLUMP LITTR     ,G1FG12              ,3,15,11.80,12.50,10.50,43.70
3517144,TDCT 24/7 NON-CLMP LITTER     ,G1FG22              ,14,7,4.00,20.00,13.00,20.50
3500131,TDCT 4-IN-1 STRENGTH LTTR     ,G1FG32              ,3,15,14.00,13.25,9.50,43.00
3500210,TDCT 24/7 CLUMPING LITTER     ,G1FG53              ,3,16,14.70,9.50,12.00,37.10
3502693,AHMR MULTI CAT CLUMP LTTR     ,G1FG63              ,3,19,13.69,11.75,7.00,41.50
3502207,KRO WILD BIRD SEED            ,G1FG73              ,6,9,9.50,16.00,12.00,40.80
3514648,TDCT INST ACT CLMP LITTER     ,G1FG83              ,3,15,14.30,13.10,9.60,43.40
3502458,NATSG PREM WILD BIRD SEED     ,G1FH02              ,5,9,11.50,15.75,12.75,40.00
3501757,AHMR DBL DUTY CLUMP LITTR     ,G1FH12              ,3,19,13.70,7.00,11.80,42.00
3505669,TDCT TIDY CARE PET LITTER     ,G1FH22              ,6,6,9.45,18.70,13.00,33.50
3502004,TDCT LW 24/7 CLMP LITTER      ,G1FH32              ,3,15,14.50,13.20,9.50,22.20
3502185,AHMR SLIDE NSO CAT LITTER     ,G1FH63              ,3,15,11.80,12.50,10.50,41.70
3504568,IAMS PAH CHKN WHL GRN DF      ,G1FH73              ,6,10,7.99,17.01,9.49,21.07
3500697,AHMR CS MULTI-CAT LITTER      ,G1FH83              ,3,15,11.80,10.50,12.50,40.50
3517251,SCPW MULTI CAT LITTER         ,G1FJ02              ,3,14,10.50,13.20,10.50,46.00
3502799,PTPR FRGR FR SCPBL CT LTR     ,G1FJ12              ,3,20,11.12,11.11,7.12,35.90
3506281,ABOUND NTRL CLMPG CAT LTR     ,G1FJ22              ,5,9,12.00,17.00,11.00,27.10
3502392,NATSG PREM WILD BIRD SEED     ,G1FJ32              ,5,9,11.50,15.50,12.75,40.00
3500931,TDCT LW FREECLN UNSC LTR      ,G1FJ53              ,3,15,14.50,13.25,9.50,20.60
3502102,KRO WILD BIRD SEED            ,G1FJ63              ,6,9,10.00,15.50,13.00,40.80
3502676,NATSG WILDLIFE MIX            ,G1FJ73              ,5,9,10.00,16.00,13.00,40.00
3502345,NATSG NO WASTE BIRD SEED      ,G1FJ83              ,5,15,10.25,16.00,7.88,16.00
3516745,MSTM BRGRCHS DOG FD 36CT      ,G1FK02              ,5,18,9.00,11.20,8.60,15.30
3502490,AHMR SCOOP CLUMP CAT LTTR     ,G1FK12              ,3,15,11.80,12.50,10.50,43.70
3502224,NATSG CARDINAL SONGBIRD       ,G1FK22              ,5,15,10.00,15.62,7.38,13.00
3505867,SMRTWY NON CLMP CLY LTTR      ,G1FK32              ,10,7,3.50,19.25,13.63,20.08
3502331,NATSG FRUIT NUT  BERRY        ,G1FK53              ,5,15,10.00,16.00,8.00,16.00
3506800,TDCT LW CLMP LTTR W/GLADE     ,G1FK73              ,3,15,14.50,13.25,9.50,22.20
3501878,KRO BLCK SUNFLOWER SEED       ,G1FK83              ,5,9,11.75,15.50,15.50,31.50
3504056,AHMR HARDBALL CAT LITTER      ,G1FL02              ,3,9,12.25,13.81,12.69,29.20
3502459,REVEAL TUNA FILLET SALAMN     ,G1FL12              ,9,39,5.20,8.40,5.40,5.50
3502634,AHMR ESSN NAT CLUMP LTR       ,G1FL22              ,5,15,8.50,12.75,9.50,18.30
3504249,AHMR HARDBALL CAT LITTER      ,G1FL32              ,3,24,13.06,11.94,5.88,13.00
3505076,PRNA1 SMTBL BEEF  RICE        ,G1FL53              ,11,5,4.00,22.50,15.25,16.75
3502855,PTPR SCNTD MLT CAT LITTER     ,G1FL63              ,3,20,11.12,11.11,7.12,35.90
3503145,IAMS PAH SMRT PUPPY LGBRD     ,G1FL73              ,12,7,3.50,22.00,14.50,15.40
3506255,PRNA1 SMTBL CHICKEN  TKY      ,G1FL83              ,11,5,4.00,23.50,16.00,16.50
3505251,MSTM RSE N SHNE DGFD 12CT     ,G1FM02              ,4,18,11.75,14.25,6.25,20.00
3501348,FRST CRYSTAL CAT LITTER       ,G1FM12              ,3,8,12.49,19.04,11.95,34.30
3500339,MWMX GRAVY BRSTS CAT FOOD     ,G1FM22              ,6,13,7.36,15.53,12.06,12.64
3502645,PTPR UNSCNTD LTWT CAT LTR     ,G1FM32              ,3,13,13.50,14.00,9.00,19.20
3504352,NUTRO SML BRD ADLT CHKN B     ,G1FM53              ,12,7,3.00,19.00,15.00,13.20
3504726,PRNA1 SMTBL INDOOR ADV CT     ,G1FM63              ,5,13,8.00,15.00,9.25,14.60
3500826,AHMR CS SLD CLMPNG LTTR       ,G1FM73              ,3,24,13.06,11.94,5.88,29.70
3505423,9LVS DLY ESS CAT FOOD         ,G1FN02              ,8,7,3.50,20.00,13.30,12.40
3500732,REVEAL GF CHICKEN BREAST      ,G1FN04              ,2,39,4.00,10.90,5.50,5.51
3500955,FFST MDLY SHRD CT FD VP       ,G1FN12              ,9,22,3.10,10.70,8.00,5.70
3505577,AHMR DBL DUTY DEOD LITTER     ,G1FN14              ,4,30,9.30,7.44,7.38,13.00
3505114,KIBBLES N BITS BSTRO BEEF     ,G1FN22              ,4,15,6.50,15.00,7.50,14.60
3501921,FFST GRLD CLCTN SEAFOOD       ,G1FN24              ,4,45,7.60,5.20,7.85,6.66
3517255,SCPW FRESH SCENT CAT LTTR     ,G1FN32              ,3,14,10.50,13.30,10.50,46.00
3502593,NATSG SUNFLOWER HEARTS        ,G1FN34              ,3,15,10.19,15.63,7.88,16.00
3506173,MSTM STEAK FLVR DGFD 12CT     ,G1FN53              ,3,18,12.00,14.25,6.25,20.00
3502663,NATSG WILD FINCH SEED         ,G1FN55              ,3,15,10.25,16.00,7.75,16.00
3501019,FFST PTTS GRVY CT FD VP       ,G1FN63              ,7,36,3.75,6.50,7.85,2.78
3505015,MILOS KIT BF SSG SLC W/RC     ,G1FN65              ,3,15,9.63,14.31,7.81,4.40
3503547,PRNA TNDR CRNCH LMB TRKY      ,G1FN73              ,10,5,3.75,23.00,15.50,16.25
3506611,TMTS MIXUPS BCKYRD CKOUT      ,G1FN75              ,4,20,7.50,10.38,8.75,5.30
3504445,FRSK EXTRA GRVY TUNA PATE     ,G1FN83              ,7,14,3.25,13.75,10.40,9.40
3502979,FRSK CLS PATE LVR  CHKN       ,G1FN85              ,7,14,3.25,13.75,10.40,9.40
3505817,FFST DLTS GRLD CT FD VP       ,G1FP02              ,4,45,6.15,5.20,7.85,5.53
3502426,FFST FLKD TROUT FEAST         ,G1FP04              ,9,22,3.00,10.75,8.00,5.30
3502563,FRST MLT-CT CLMP LTR W/FB     ,G1FP12              ,3,28,12.10,11.70,5.50,26.30
3503763,BNFL CHPD BLENDS LAMB         ,G1FP14              ,8,20,4.20,11.20,7.80,5.80
3505511,AHMR  CL LITTER FRVR FRSH     ,G1FP22              ,3,15,11.80,12.50,10.50,43.80
3504206,BNFL MDLYS DOG FOOD VP        ,G1FP24              ,4,45,7.60,5.20,7.85,6.60
3503163,FFST GRLD TURKEY FEAST        ,G1FP34              ,9,22,3.00,10.75,8.00,5.30
3503181,FFST FLKD FISH  SHRIMP        ,G1FP55              ,9,22,3.00,10.75,8.00,5.30
3519386,AHMR CAT LTR DEODRZR PWDR     ,G1FP63              ,5,18,7.50,12.50,8.00,16.20
3503294,FRSK SVRY SHRD SALMON         ,G1FP65              ,7,14,3.25,13.75,10.40,9.40
3503095,TDCT CLMP LTTR PRFRMNCE       ,G1FP73              ,2,15,14.00,13.25,9.50,43.00
3597079,TMTS HB LBSTR N BF CAT FD     ,G1FP75              ,4,16,8.63,12.92,8.32,5.14
3506195,MSTM BRGRCHS DOG FD 12CT      ,G1FP83              ,3,18,11.75,14.25,6.25,20.00
3504919,FFST OCEAN FISH  SALMON       ,G1FP85              ,6,14,5.00,14.50,8.00,12.40
3506067,BNFL HLTHY WEIGHT DOG FD      ,G1FQ02              ,5,11,6.00,15.50,9.50,14.40
3590354,MWMX IRRS SOFT CHICKEN        ,G1FQ04              ,4,40,6.88,7.88,6.00,2.05
3596732,TMTS CRMY PR SLMN CAT FOD     ,G1FQ12              ,6,45,5.55,7.60,3.94,2.43
3503382,FRSK SVRY SHRD TRKY  CHS      ,G1FQ14              ,7,14,3.25,13.75,10.40,9.40
3503032,TDCT CLMP LTTR PRFRMNCE       ,G1FQ22              ,2,15,14.00,13.25,9.50,43.00
3506028,FRSK SCESTNS BF GRDN SCE      ,G1FQ24              ,7,14,3.25,13.75,10.40,9.40
3505108,KIBBLES N BITS ORG SAV BF     ,G1FQ32              ,5,4,5.50,25.00,20.00,45.40
3506984,FFST FLT MGN SFD  SHRIMP      ,G1FQ34              ,4,20,6.90,11.75,7.75,4.70
3500478,FRISKIES SURFIN  TURFIN       ,G1FQ53              ,5,13,6.25,15.25,8.50,13.10
3500757,IAMS PAH LAMB  RICE           ,G1FQ55              ,8,17,4.10,12.00,9.00,11.60
3597372,TMTS CREAMY PURE CAT FOOD     ,G1FQ75              ,5,35,6.50,5.83,6.81,3.72
3590355,MWMX IRRS SOFT SALMON         ,G1FQ83              ,5,40,6.88,7.88,6.00,2.05
3505708,BNFL MAINLINE LF VP CF        ,G1FQ85              ,7,14,3.25,13.75,10.40,9.60
3501040,FRST EXTR CLMP LTR W/FBRZ     ,G1FR22              ,4,13,7.75,14.00,9.50,38.50
3595983,MWMX GRVY BRST TRT CHK FL     ,G1FR24              ,5,40,6.88,7.88,6.00,1.90
3505644,BNFL FRSH PRPD CLS LAMB       ,G1FR32              ,9,40,3.90,7.20,6.20,3.90
3500093,FFST BRTH TUNA ANCH WFSH      ,G1FR34              ,5,48,5.75,6.25,3.75,2.00
3501163,AHMR SLIDE MULT CAT LITTR     ,G1FR53              ,3,15,11.80,12.50,10.50,41.70
3500143,FFST BRTH CRMY CHKN VEG       ,G1FR55              ,5,48,3.75,6.25,5.75,2.00
3504145,PTPR CHCKN LRG DG DTL CHW     ,G1FR63              ,4,13,8.50,9.38,13.50,13.46
3500027,FRSK CLS PATE CNTRY STYLE     ,G1FR65              ,7,14,3.25,13.75,10.38,9.40
3500110,PDGR CC CNTRY STW DOG FD      ,G1GA02              ,8,16,4.25,12.38,9.13,11.40
3502500,FFST DLTS CHKN  CHDR CHS      ,G1GA04              ,9,22,3.00,10.75,8.00,5.30
3504119,PRNA BGGN BCN  CH STRP        ,G1GA12              ,4,9,9.15,16.00,13.60,9.36
3501590,SHBA PRF PRTNS SEAFD CIG      ,G1GA14              ,8,20,4.50,15.00,8.00,5.30
3506577,MLKB FLVR DOG SNCKS SM/MD     ,G1GA22              ,3,15,9.38,15.88,7.13,10.80
3504187,PRNA BGGN BACON STRP          ,G1GA24              ,4,9,9.15,16.00,13.60,9.36
3504240,FRSK TRKY CHKN CT FD VP       ,G1GA32              ,5,21,6.85,7.40,13.70,15.75
3504989,MILOS KIT CHCKN MEATBALLS     ,G1GA34              ,3,15,9.63,14.31,7.81,4.40
3503851,PDGR CHPD GR CKNBF DGFD       ,G1GA53              ,4,15,8.38,12.37,9.13,23.17
3596199,TMTS LCKABL PUREE VP 24CT     ,G1GA55              ,6,35,6.50,5.83,6.81,4.00
3500193,PDGR CC BEEF DOG FOOD         ,G1GA63              ,7,14,5.75,14.00,10.25,20.50
3504194,BNFL INCREDIBITES DGFD        ,G1GA65              ,4,45,7.60,5.20,7.85,6.60
3503063,SHBA  GRILLED CHICKEN         ,G1GA73              ,8,20,4.06,12.64,7.80,4.95
3503008,FFST CLSC COD SOLE SHRIMP     ,G1GA75              ,9,22,3.00,10.75,8.00,5.30
3504180,FRSK SHREDS CT FD VP          ,G1GA83              ,5,21,6.85,7.40,13.70,15.75
3501190,PRNA1 SMTBL TB NTR CS GD      ,G1GA85              ,8,17,4.15,11.90,9.00,11.73
3500001,PDGR CC IN GRAVY DGFD VP      ,G1GB02              ,8,16,4.25,12.38,9.13,11.50
3517002,TMTS SEAFOOD MEDLEY TREAT     ,G1GB04              ,4,25,7.50,9.50,8.20,2.80
3505654,BNFL STK FLVR GRN BNS         ,G1GB12              ,10,22,3.15,10.50,7.50,4.95
3509752,FRSK PATE CT FD VP            ,G1GB14              ,4,23,7.00,10.50,6.00,8.90
3516802,CSAR TRKY RCP DOG FOOD        ,G1GB22              ,8,20,3.70,7.80,12.50,6.50
3501038,PDGR CHPD GRND DNR VP         ,G1GB24              ,8,16,4.25,12.38,9.13,11.50
3503897,SHBA PRF PRTNS KTTN SLMN      ,G1GB32              ,8,20,4.06,12.64,7.80,4.96
3516720,FFST CLSC SEAFOOD FEAST       ,G1GB34              ,9,22,3.00,11.00,8.00,5.30
3596292,FRSK PARTY MIX                ,G1GB53              ,4,34,8.00,9.85,5.45,5.00
3598877,TMTS SUPER VALUE CHICKEN      ,G1GB55              ,4,22,8.31,13.43,5.83,4.60
3503106,SHBA GRILLED SALMON           ,G1GB63              ,8,20,4.06,12.64,7.80,4.95
3502474,PRNA1 SMTBL CHKN  BRN RC      ,G1GB65              ,8,17,4.10,9.00,11.80,11.70
3502460,PRNA1 SMTBL BEEF  BRN RC      ,G1GB73              ,8,17,4.10,9.00,11.80,11.70
3504621,FFST BRTH TUNA SHRMP WFSH     ,G1GB75              ,2,48,3.90,6.40,5.90,2.00
3504657,TMTS TEMPTING TUNA MEGA       ,G1GB83              ,4,16,8.60,12.90,8.30,5.10
3502771,FFST GEMS OCN FSH CTFD        ,G1GB85              ,9,28,4.00,11.50,5.50,3.00
3592808,TMTS MGA BLSFUL CATNIP        ,G1GC02              ,4,16,8.63,8.32,12.92,5.14
3512348,FFST GRLD BEEF FEAST          ,G1GC04              ,9,22,3.00,10.63,8.00,5.20
3500221,PDGR MT GR DN W/CHPD CHKN     ,G1GC12              ,8,16,4.50,12.38,9.13,11.40
3502938,FFST GRLD LIVER  CHICKEN      ,G1GC14              ,9,22,3.00,10.75,8.00,5.30
3500150,PDGR GR CHKN BEEF DGFD VP     ,G1GC22              ,8,16,4.25,12.38,9.13,11.50
3500909,FRSK CLS PATE CPTN CHOICE     ,G1GC24              ,7,14,3.25,13.75,10.38,9.40
3502493,PDGR MT GR DN W/FILET MGN     ,G1GC32              ,8,16,4.00,12.50,9.00,11.40
3590364,FRSK PRTY MIX CAL CRNCH       ,G1GC34              ,4,30,8.65,11.60,5.60,3.03
3503424,FRSK PRM FILETS CT FD VP      ,G1GC53              ,5,21,6.85,7.40,13.70,15.75
3501937,FULL MN ESSNTL CHKN STKS      ,G1GC55              ,3,16,9.50,11.31,9.63,8.00
3504592,TMTS CREAMY DAIRY MEGA        ,G1GC63              ,3,16,8.60,12.90,8.30,5.20
3503002,FULL MN EST CHKN JKY TNDS     ,G1GC65              ,3,16,9.50,12.13,7.19,8.00
3500026,FRSK CHUNKY X-GRAVY VP        ,G1GC73              ,4,23,6.00,10.50,7.00,9.40
3500373,BEGGIN STRIPS BACON  CHS      ,G1GC75              ,4,9,6.50,15.60,12.80,7.80
3503072,PRNA1 SMTBL LAMB  LGR RC      ,G1GC83              ,8,17,4.15,11.90,9.00,11.73
3504114,FRSK SFD CHKN PATE VP         ,G1GC85              ,4,21,6.85,7.40,13.70,15.75
3500155,PDGR MT GR DN W/CHPD BEEF     ,G1GD02              ,8,16,4.25,12.38,9.13,11.40
3501578,BNFL INCREDIBITES DF VP       ,G1GD04              ,6,31,4.70,10.75,5.50,5.45
3506926,PRNA1 SMTBL TRKY VENISON      ,G1GD12              ,8,17,4.15,11.90,9.00,11.70
3501320,SHBA PRF PRTNS SEAFD PATE     ,G1GD14              ,4,36,8.25,8.25,6.50,5.40
3506927,PRNA1 SMTBL CHK DUCK CUTS     ,G1GD22              ,9,17,4.15,11.90,9.00,11.70
3503242,PDGR CHPD GRND DINNR VRTY     ,G1GD24              ,6,25,5.68,11.00,6.50,7.23
3504427,TMTS BLISSFUL CATNIP          ,G1GD32              ,4,25,7.56,8.11,9.45,3.00
3504598,TMTS MIXUPS SURF DLT MEGA     ,G1GD34              ,3,16,8.60,12.90,8.30,5.10
3503333,FRSK SVRY SHRD BEEF           ,G1GD53              ,7,14,3.25,13.75,10.38,9.40
3503565,FRSK LIL SOUPS SALMON         ,G1GD55              ,13,45,3.15,9.00,4.00,1.10
3500154,FRSK SHREDS CT FD VP          ,G1GD63              ,4,23,7.00,10.50,6.20,8.80
3503014,FFST GEMS TURKEY CATFOOD      ,G1GD65              ,10,28,4.00,11.50,5.50,3.00
3505369,MLKB BRSHNG CHW SM/M 25CT     ,G1GD73              ,3,17,11.13,12.06,9.38,7.60
3500964,FFST MDLY FLRNTN CT FD VP     ,G1GD75              ,9,22,3.20,10.70,8.00,5.10
3595000,TMTS MIXUPS SRFRS DLT VP      ,G1GD83              ,3,20,6.75,10.38,8.75,5.31
3503485,SHBA PRF PRTNS CHKN CUTS      ,G1GD85              ,8,20,4.06,12.64,7.80,4.98
3501028,PRNA1 SMTBL BB NTR TC GY      ,G1GF02              ,8,17,4.15,11.90,9.00,11.73
3506635,SHBA PRF PRTNS TRKY PATE      ,G1GF04              ,8,20,4.00,12.25,7.75,5.00
3504976,FRSK TSTY TRSR TURKEY CHS     ,G1GF12              ,7,14,3.00,13.70,10.40,9.40
3503639,SHBA PRF PRTNS SLMN CUTS      ,G1GF14              ,8,20,4.06,12.64,7.80,4.98
3503080,PURINA ONE TRUE INS           ,G1GF22              ,8,17,4.15,11.90,9.00,11.73
3503585,FRSK MTY PRM FLTS VP          ,G1GF24              ,4,23,6.00,6.90,10.35,9.40
3506311,SHBA PRF PRTNS TUNA CUTS      ,G1GF32              ,8,20,4.06,12.63,7.81,4.90
3506032,FFST FLKD TUNA FEAST          ,G1GF34              ,9,22,3.00,10.75,8.00,5.30
3502404,PDGR CHPD CHICKEN DOG FD      ,G1GF53              ,6,14,5.20,13.74,10.24,18.80
3506026,FFST GRVY LVR WFSH TUNA       ,G1GF55              ,9,22,3.00,10.75,8.00,5.30
3503253,FFST ELG MDL SHR WLD SLMN     ,G1GF63              ,9,22,3.00,11.00,8.00,5.30
3503587,FFST SALMON GRVY PT FD        ,G1GF65              ,8,28,4.00,11.50,5.50,3.00
3505071,FFST SVRY CHICKN  TURKEY      ,G1GF73              ,6,14,7.00,14.50,8.00,12.40
3502947,FFST GRVY LVR BEEF PATE       ,G1GF75              ,9,22,3.00,10.75,8.00,5.30
3505641,PRNA1 TRUE INST BF SLMN       ,G1GF83              ,8,17,4.15,11.90,9.00,11.73
3506051,FFST GRLD CHICKEN FEAST       ,G1GF85              ,9,22,3.00,10.75,8.00,5.30
3505354,PDGR CC DOG FOOD VP           ,G1GG02              ,6,20,5.60,11.80,7.60,8.95
3503189,PUPRNI BEEF FLAVOR SNACKS     ,G1GG04              ,3,20,8.50,11.50,7.75,3.40
3500234,FRSK INDOOR DELIGHTS          ,G1GG12              ,5,13,7.25,15.25,8.50,13.10
3506052,FFST GRLD TUNA FEAST          ,G1GG14              ,9,22,3.00,10.75,8.00,5.30
3502111,CSAR HM DLGTS CKN  VGTBL      ,G1GG22              ,8,20,4.00,12.25,7.65,6.20
3500481,PRNA CAT CHOW NTRL INDOOR     ,G1GG24              ,5,13,7.25,15.25,8.50,13.20
3502159,FFST GRVY LVR CT FD VP        ,G1GG32              ,4,45,7.60,5.20,7.80,6.70
3506570,WLCK CRUNCHY  YUMMY TUNA      ,G1GG34              ,3,32,7.25,11.50,4.55,2.20
3500041,MLKB DOG BISCUITS MED         ,G1GG53              ,3,15,9.38,15.88,7.13,10.80
3502994,CSAR PRIME RIB DOG FOOD       ,G1GG55              ,8,20,4.31,7.88,12.63,6.22
3590076,WHSK TMPT BYC MX CF           ,G1GG63              ,4,22,8.31,13.43,5.83,4.65
3594136,TMTS CAT TREATS SHRIMP        ,G1GG65              ,4,25,7.56,9.38,8.06,2.95
3500102,PDGR MT GR DN CKN  RICE       ,G1GG73              ,6,16,4.25,12.38,9.13,11.40
3516791,FRSK MTY BTS BEEF GRAVY       ,G1GG75              ,7,14,3.30,14.00,10.00,9.70
3505344,PDGR CHPPD GRND DGFD VP       ,G1GG83              ,6,20,5.60,11.80,7.60,8.95
3500007,BNFL PPD MLS DGFD VP          ,G1GG85              ,5,22,6.65,10.65,7.65,9.10
3502477,TMTS MIXUPS CATNIP FEVER      ,G1GH02              ,4,25,7.50,7.70,9.00,3.20
3502217,BNFL LOAF W/ CHCK CRRTS       ,G1GH04              ,12,22,3.15,10.50,7.50,4.95
3516713,FFST CLSC TNDR LIVER CHKN     ,G1GH12              ,9,22,3.00,11.00,8.10,5.30
3504570,FFST BRTH CLSC SALMON VEG     ,G1GH14              ,8,48,3.90,6.40,5.90,2.00
3502695,FRSK PARTY PACKD CTL CTFD     ,G1GH22              ,5,13,7.25,15.25,8.50,12.50
3504118,FFST CHICKEN GRVY PT FD       ,G1GH24              ,8,28,4.00,11.50,5.50,3.00
3505166,SHBA CHICKEN ALFREDO          ,G1GH32              ,8,20,4.06,12.63,7.81,4.96
3516989,MLKB MARO SNACKS              ,G1GH34              ,5,16,7.00,11.20,10.50,9.70
3503790,FRSK LIL SOUPS SHRIMP         ,G1GH53              ,6,45,3.15,9.00,4.00,1.10
3509751,FRSK PRM FLT CHKN GRAVY       ,G1GH55              ,7,14,3.00,13.70,10.30,8.80
3504669,MLKB SFT  CHWY CHCKN SNK      ,G1GH63              ,4,16,8.00,11.80,10.00,4.90
3501116,FFST GRLD SEAFOOD FEAST       ,G1GH65              ,9,22,3.00,10.70,8.00,5.30
3503613,BNFL CHPD BLENDS DGFD VP      ,G1GH73              ,4,22,6.50,10.50,7.75,8.60
3503584,FRSK SVRY SHRD OCFSH TUNA     ,G1GH75              ,7,14,3.25,13.75,10.40,9.40
3503647,MLKB GRAVY BISCUITS SM/MD     ,G1GH83              ,3,20,9.38,14.38,6.75,8.72
3503503,FRSK SVRY SHRD CHICKEN        ,G1GH85              ,7,14,3.25,13.75,10.40,9.40
3516708,MLKB FLVR DOG SNCKS SM/MD     ,G1GJ02              ,3,9,9.50,15.50,17.00,26.50
3503205,BUSY BONE CHWNLA S/M 2CT      ,G1GJ04              ,2,30,7.70,7.50,7.50,4.40
3503168,MWMX SVRY MRSL SEAFD FAVS     ,G1GJ12              ,5,15,7.10,13.50,8.70,11.90
3506055,MLKB DIPPED PEANUT BUTTER     ,G1GJ14              ,3,18,9.08,12.11,8.06,3.75
3504500,PRNA1 TRU INST DOG FD VP      ,G1GJ22              ,7,17,5.00,11.85,8.90,11.42
3501435,FRSK SLCT INDR SEAFD RICE     ,G1GJ24              ,7,14,3.25,13.75,10.40,9.40
3516757,FFST CLSC OCEAN WFSH TUNA     ,G1GJ32              ,9,22,3.00,10.70,8.20,4.90
3502725,MLKB MINI FLAVOR SNACKS       ,G1GJ34              ,4,29,8.25,10.19,6.19,7.00
3503364,MEOW MIX TENDER FAVORITES     ,G1GJ53              ,5,16,6.90,11.70,8.35,10.00
3506044,FULL MN NT DG TRTS CH JRK     ,G1GJ55              ,3,16,10.13,12.13,8.31,3.50
3503869,PDGR MT GR DN BF BCN CHS      ,G1GJ63              ,7,16,4.25,12.38,9.13,11.46
3595182,TMTS SEAFOOD SUPER VALUE      ,G1GJ65              ,4,22,8.31,13.43,5.83,4.60
3505415,PDGR CHPD GR CHICKEN DGFD     ,G1GJ73              ,5,43,5.69,7.75,5.50,3.92
3501696,FRSK TSTY TRSR OCN WHTFSH     ,G1GJ75              ,7,14,3.25,13.75,10.40,9.40
3511838,FFST CHUNKY CHICKEN FEAST     ,G1GJ83              ,9,22,3.00,10.75,8.13,5.40
3501911,FRSK SVRY SHRD TRKY GBLTS     ,G1GJ85              ,7,14,3.75,14.20,10.40,9.40
3501237,PRNA1 SMTBL VRTY PK 6CT       ,G1GK02              ,8,17,4.00,11.85,8.90,11.60
3502204,FRSK PRM FLT SALMON BEEF      ,G1GK04              ,7,14,3.25,13.75,10.38,9.40
3501988,CSAR DUCK DOG FOOD            ,G1GK12              ,8,20,4.02,12.20,7.87,6.22
3502767,PRNA1 PLUS WHOLE BODY CF      ,G1GK14              ,4,11,8.25,15.50,9.50,14.40
3504667,MLKB TRAIL MIX BF SWTPOT      ,G1GK22              ,4,28,7.50,9.20,6.90,4.20
3501043,WHSK CAT MILK                 ,G1GK24              ,7,18,4.33,15.95,6.50,11.50
